I sold almost 2mil shares already,-1
(TO PREPARED PAY PENALTY OF 50 MILION TO STAR) = totally no understand JAKS potential = All the talK is nonsense,-1
The ugly game just begin . Pnb boss in the board.,-1
"Pang, u don't say people...u last also talk shit about VIS until I had to tell u off...",-1
"Sorchai that missed the point dares to call people sorchai...go read again and read more...Beside, U better go scroll back there when I started holding Dufu...be a good dog, go back send my regards to brother CYF...",-1
Too heavy to move significantly.,-1
Armada operator really too much cunning,-1
Sell your house and. Underwear YuMee just buy,-1
29cents going to break. Next is 0. 285,-1
"Not true Sharan...Very few of the Short Traders are successful..According to insiders who trade, it’s probably closes between 1-5%. If you are not mentally and emotionally prepared to lose money, you will never make money and this is why 95% are not successful. You can NOT be afraid to lose money.Most associate losing with failure. They equate success to winning more trades than losing trades. They ignore what matters most; the size of the wins, not the frequency of the wins. A trader can win 1/3 of their trades and make millions, if they know what they are doing. They need to follow and understand a simple formula.(avg win RM) x (win %) must be greater than (avg loss RM) x (lose %)Your goal is to increase your win amount, not win % and reduce your loss amount, not your lose frequency. If you make 10 trades and lose RM 1 on 8 of those trades, you only need to make RM 4 on the other 2 trades to break even. You could lose 80% or not lose any money (ignoring fees obviously).There are about 250 trading days in the year. Since Anne may reach its peak towards CNY, you only have about 15 trading days on your side to make it happen.Assuming you sell 1 million shares at 0.28 and manage to buy back at 0.27, you will make RM 10,000 a day average, that is RM 150,000 for the next coming weeks, provided you win every day. Although this is hypothetical, this doesn’t sound like much considering 95% of these traders lose money.Hence, you Short Traders actually have two choices:1. Come and join us to be a long-term investor and win graciously with Anne's current momentumor2. Continue to remain as a short trader and face the potential challenges as written abovehttps://www.youtube.com/watch?v=bwNV7TAWN3MMeow",-1
Virus have spread into Bursa KL stock market already. Investors pls take care.,-1
"US n Iran military conflict nearby Suez Canal is not something to cheers about ... It will seriously affect commercial ships passing thru, world economy might be affected ...",-1
"Worse counter. Others got award of project, counter move. SK408 already production confirmed by Tan Sri, stock retract or dont move. Better declare PN 17",-1
"gg.com to this sapura no more energy, longdeshit",-1
Get ready..Black Monday 20th January..market down 20-29 points because Kimanis lost to BN..ehheheheheeh..plus..Mahathir resign this week..:),-1
"Oil price high can't benefits, price down more effect.What is the mean for one business? Can't talk more against",-1
"bought on dip, bought on dip...today Iran launch attack drop. Tmr US launch attack up.Very good for swing trade.",-1
"Sarawakian and MCA, based on the extracts from.Material Litigation of Jaks qtrly report, the Star owed Jaks Island Circle a few hundred millions vs Jaks Island Circle owing 50 million which was paid in.November when.Jsks.failed to get the stay of execution from.the court.. Although the case against Star is still pending court decision on the final amount to be paid, isnt DK 66 reply that it is Star owing Jaks rather than Jaks owing.Star a correct reply? Please be objective and state what is dishonest ? Calling someone dishonest is defamatory without showing proof of dishonesty.",-1
aiyoyo ama apa..crude oil drop more than 2 dollar..:),-1
"newbie, a company having lawsuit does not mean.the company is bad. Apple and Samsung are having numerous lawsuits suing each others. Apple lost a suit by Qualcom last year and also lost a suit to creative technology more than ten years ago. Today Apple share price is at all time high of more than US 300 . Warren Buffet also bought a big chunk of Apple .",-1
So please tell spinin don't scare of wuhanvirus as maggi mee will be more dangerous for him..,-1
Haha calm down calm down... U feel the pain in feb kikiki,-1
Armada already koyak,-1
Today volume super low,-1
sslee once attacked koon kow kow...after that he realize he better not make any enemies...  what lectures he give here in i3..on philosophy...and karma bullshits...  his objective is only one thing...make $$...LOL!,-1
